Unique_ID,Extract_Date,Age_Of_Account,Num_Periods_Since_1st_Statement,Type_Of_Application,Days_Since_Most_Recent_Order,Num_Orders_L4_6P,Ave_Item_Value_L13P,Num_Items_Ordered_L13P,Ave_Num_Items_Per_Order_L4_6P,Value_Last_Payment,Num_Payments_CTD,Days_Since_Most_Recent_Payment,Num_Payments_To_Date,Num_Payments_L4_6P,Value_Payments_L3P,Value_Payments_L4_6P,Ave_Payment_Value_L4_6P,Ave_Payment_Value_L13P,Ave_Pmnt_Over_Bal_L13P_Perc,Ave_Current_Balance_L4_6P,Current_Bal_Over_Ave_Bal_L4_6P,Curr_Bal_Over_Highest_Bal_L4_6P,Current_Arrears_Amount,Num_1_Missed_Payment_L4_6P,Num_2_Or_More_Missed_Pmnts_L4_6P,Value_HR_Orders_Perc_Orders_L13P,Num_Account_Reviews_L13P,Ave_Order_Value_L13P,Num_Active_Accs_Not_In_Arrears,Bureau_Index_Retail,WS_L6M_Accs_Open_More_Than_12M,Num_Inactive_Accs_Sole_Joint,Good_Bad_Flag,Random_Number
170,20091203,145,130,U,257,0,21,5,0,45,0,44,43,3,45,222,74,53,19,420,77,65,4,0,3,0,13,35,3,95,0,9,G,0.695904656
171,20100318,191,134,U,472,0,0,0,0,50,0,52,71,0,90,0,0,54,6,478,105,98,80,1,2,0,13,0,0,25,1,0,I,0.465083178
172,20090917,129,128,U,999999,0,0,0,0,50,1,9,45,0,150,0,0,50,7,353,71,67,0,0,3,0,13,0,2,20,1,4,G,0.490891471
173,20100318,139,134,U,117,1,32,5,3,30,0,96,111,3,0,162,54,33,6,420,129,123,79,2,0,81,13,80,-2,70,N,1,B,0.912407328
174,20090917,171,128,U,213,0,21,23,0,50,0,42,97,2,100,96,48,41,6,642,106,97,63,1,2,0,13,246,1,25,4,7,G,0.209825428
175,20100318,123,134,U,112,1,126,3,1,74,0,119,34,1,0,74,74,36,5,264,184,118,102,1,0,0,12,189,2,55,0,9,B,0.146244537
176,20091203,157,130,U,715,0,0,0,0,50,1,3,63,0,100,0,0,45,30,415,96,88,0,1,2,0,13,0,3,0,2,7,G,0.697501087
177,20090917,129,128,U,128,1,23,15,4,10,0,119,60,2,0,20,10,9,7,79,200,155,40,1,0,0,13,68,0,25,5,7,B,0.307867324
178,20090917,105,128,U,257,0,13,50,0,34,0,129,37,2,0,134,67,68,5,566,119,115,145,1,0,11,13,132,3,95,0,7,G,0.365556625
179,20090917,132,128,U,296,0,15,3,0,13,0,113,106,2,0,36,18,12,4,211,130,124,55,1,1,0,13,45,7,15,3,9,I,0.179392199
180,20091203,115,130,U,183,1,29,4,4,0,0,96,10,0,0,0,0,13,1300,18,470,209,40,1,0,0,8,117,2,65,2,9,B,0.920357514
181,20091203,108,130,U,119,4,20,41,6,50,1,30,55,2,50,20,10,25,167,204,153,113,18,1,0,11,13,81,1,40,6,9,I,0.5583653
182,20090917,105,128,U,826,0,0,0,0,50,1,19,83,0,300,0,0,100,10,548,57,54,0,0,3,0,13,0,5,10,2,4,G,0.959152145
183,20090917,142,128,U,1041,0,0,0,0,10,1,16,46,1,20,20,20,16,16,61,139,104,0,1,1,0,12,0,5,65,1,9,I,0.693988101
184,20090917,209,128,U,332,0,9,17,0,63,0,126,102,1,0,63,63,44,5,541,127,123,140,2,0,0,13,160,2,30,U,9,B,0.88412401
185,20090917,224,128,U,136,1,29,32,16,24,0,113,99,2,0,48,24,23,4,570,141,117,171,1,0,16,13,234,2,60,1,9,I,0.48758737
186,20090917,224,128,U,660,0,0,0,0,30,1,16,72,2,130,40,20,22,14,205,38,37,0,0,3,0,13,0,0,25,6,4,G,0.628309661
187,20090917,112,128,U,283,0,40,5,0,120,1,12,97,3,360,330,110,113,5,2119,89,88,110,0,3,15,13,100,-2,30,N,0,I,0.787745519
188,20091203,115,130,U,1484,0,0,0,0,50,1,15,88,1,86,30,30,41,22,437,92,89,0,0,3,0,12,0,2,85,1,5,G,0.982738947
189,20090917,156,128,U,397,0,0,0,0,41,0,68,63,1,41,82,82,47,5,451,111,104,69,1,1,0,13,0,1,60,3,9,I,0.090434794
190,20100318,125,134,U,73,2,17,15,7,70,0,115,63,1,0,70,70,112,9,502,142,121,142,2,0,12,13,83,2,50,0,9,I,0.373414887
191,20091203,114,130,U,73,0,400,1,0,60,0,122,38,2,0,100,50,53,32,305,117,100,74,1,1,0,13,400,8,60,2,7,G,0.991836344
192,20091203,107,130,U,129,3,58,36,3,1,0,45,32,4,1,165,41,42,9,1503,113,105,383,2,0,40,13,173,1,15,4,2,B,0.370352014
193,20100318,111,134,U,131,1,17,2,2,4,0,1895,6,0,0,0,0,0,0,17,463,219,40,1,0,0,5,34,0,35,N,7,G,0.237708746
194,20091203,114,130,U,443,0,0,0,0,50,1,7,60,2,200,200,100,69,19,752,72,64,0,0,3,0,13,0,7,35,2,7,G,0.945818282
195,20091203,114,130,U,190,0,30,4,0,16,0,52,76,2,16,38,19,18,13,411,129,121,97,2,0,0,13,120,4,15,4,9,B,0.859135234
196,20090917,111,128,U,205,0,27,12,0,20,1,19,22,0,60,0,0,35,7,399,101,94,0,1,2,20,11,54,1,50,0,0,I,0.137813672
197,20090917,128,128,U,316,0,17,45,0,20,1,12,22,1,20,142,142,68,16,138,99,62,20,2,0,2,12,257,4,20,4,9,G,0.55129981
198,20100318,138,134,U,436,0,0,0,0,30,0,86,63,2,0,90,45,50,5,477,120,117,122,2,0,0,13,0,7,25,3,7,G,0.448140138
199,20090917,132,128,U,310,0,16,8,0,50,0,112,11,1,0,50,50,30,11,79,155,118,40,1,1,0,12,65,3,25,6,9,I,0.329284575
200,20091203,131,130,U,572,0,0,0,0,20,0,68,41,2,20,40,20,20,36,138,140,126,22,1,0,0,12,0,6,55,0,7,G,0.092046968
201,20091203,155,130,U,999999,0,0,0,0,78,1,1,37,1,78,75,75,66,21,600,112,104,0,1,1,0,13,0,4,40,6,2,G,0.615722147
202,20090917,170,128,U,302,0,26,7,0,70,1,22,69,2,135,142,71,82,6,1145,94,90,0,1,2,13,12,89,9,25,1,9,I,0.595888947
203,20091203,119,130,U,271,0,25,9,0,18,1,16,78,3,53,63,21,17,14,204,125,78,0,0,2,34,11,55,5,25,6,3,G,0.29730146
204,20091203,199,130,U,999999,0,0,0,0,20,1,26,61,1,80,33,33,44,17,473,103,96,35,1,1,0,13,0,1,50,1,3,I,0.957042366
205,20090917,99,128,U,229,0,20,10,0,20,0,136,33,1,0,20,20,40,11,89,174,156,40,2,0,0,9,202,3,65,1,9,G,0.819494112
206,20091203,135,130,U,192,0,24,6,0,0,0,0,45,0,0,0,0,0,0,182,8,7,12,1,1,0,7,71,4,60,0,8,G,0.418704058
207,20100318,215,134,U,72,2,17,65,19,77,0,120,95,2,0,220,110,93,4,1296,126,115,342,1,1,0,13,183,4,35,3,1,B,0.106799458
208,20091203,173,130,U,486,0,0,0,0,30,1,12,65,3,90,90,30,33,15,393,80,77,0,0,3,0,13,0,4,30,3,9,G,0.035323997
209,20090917,142,128,U,1419,0,0,0,0,30,0,37,40,1,30,30,30,22,8,138,131,112,22,1,1,0,13,0,2,25,0,5,G,0.242567375
210,20100318,167,134,U,1310,0,0,0,0,78,0,58,95,1,78,39,39,62,4,668,109,103,125,1,1,0,13,0,12,0,2,5,G,0.585779795
211,20100318,230,134,U,101,3,41,13,4,20,0,133,23,1,0,20,20,20,2,172,226,122,73,2,0,7,7,132,3,25,2,9,G,0.662979864
212,20090917,105,128,U,373,0,0,0,0,119,0,136,69,1,0,119,119,88,4,487,114,102,118,1,1,0,13,0,5,55,3,9,G,0.177769294
213,20090917,105,128,U,310,0,36,18,0,50,0,28,41,3,100,150,50,53,4,1475,101,101,50,0,3,10,13,80,2,40,0,3,I,0.400591274
214,20100318,133,134,U,161,1,25,9,9,191,0,362,80,0,0,0,0,191,43,58,253,147,40,1,0,0,6,225,1,55,U,4,B,0.229949232
215,20090917,118,128,U,999999,0,0,0,0,40,1,19,69,3,60,60,20,26,6,267,81,77,0,0,3,0,12,0,-2,20,N,0,G,0.480893176
216,20091203,107,130,U,304,0,153,3,0,40,1,10,73,1,100,30,30,20,15,442,86,84,0,0,3,78,13,230,17,45,1,9,G,0.392270425
217,20090917,209,128,U,259,0,25,9,0,128,0,121,52,1,0,128,128,86,4,521,113,101,126,1,1,0,13,112,6,75,1,9,G,0.600643839
218,20091203,129,130,U,2051,0,0,0,0,15,1,12,103,3,45,45,15,15,10,304,92,90,0,0,3,0,13,0,5,55,0,3,G,0.90077086
219,20090917,183,128,U,199,0,26,7,0,50,1,9,70,1,50,20,20,86,27,109,97,87,0,1,2,0,13,60,6,70,3,9,G,0.247257819
220,20090917,265,128,U,390,0,0,0,0,35,1,23,29,0,35,0,0,24,7,134,160,100,0,1,1,0,12,0,3,25,3,9,I,0.99966068
221,20100318,176,134,U,576,0,0,0,0,80,0,45,76,1,80,50,50,89,11,393,115,105,45,1,1,0,13,0,3,25,6,4,G,0.734771772
222,20100318,125,134,U,434,0,0,0,0,50,1,22,91,1,100,10,10,43,5,715,99,95,0,1,2,0,13,0,3,40,6,4,I,0.874324484
223,20091203,107,130,U,129,1,90,3,3,0,0,57,55,2,0,80,40,42,21,371,140,105,96,1,0,0,13,270,5,55,0,7,I,0.425341589
224,20100318,111,134,U,135,2,38,6,3,134,0,163,79,1,0,134,134,108,4,808,128,108,206,1,1,53,11,114,-2,15,N,2,I,0.357492466
225,20090917,126,128,U,297,0,22,6,0,30,0,117,53,2,0,132,66,57,5,508,120,116,130,1,0,46,13,130,2,30,5,0,I,0.947150386
226,20090917,118,128,U,1760,0,0,0,0,40,0,29,49,3,80,120,40,60,6,578,93,91,40,0,3,0,12,0,3,35,1,3,I,0.103673286
227,20100318,148,134,U,2084,0,0,0,0,20,2,5,68,1,40,10,10,15,6,186,111,98,0,1,1,0,13,0,-2,30,N,1,I,0.764192775
228,20091203,128,130,U,719,0,0,0,0,50,1,19,104,2,150,100,50,43,13,655,81,79,0,0,3,0,13,0,4,15,3,3,G,0.748649041
229,20090917,183,128,U,715,0,0,0,0,50,0,93,81,4,0,150,38,46,6,685,107,104,150,0,3,0,13,0,4,25,3,7,I,0.889806639
230,20100318,125,134,U,828,0,0,0,0,50,1,16,108,3,150,150,50,49,6,916,87,84,0,0,3,0,12,0,8,75,1,5,I,0.018913289
231,20091203,107,130,U,999999,0,0,0,0,30,0,52,88,1,30,23,23,15,17,213,125,112,40,1,1,0,13,0,1,10,2,3,G,0.666716829
232,20100318,166,134,U,113,2,74,11,2,31,0,50,100,3,31,84,28,26,4,633,117,110,132,1,0,2,13,203,11,25,3,5,I,0.932933897
233,20091203,144,130,U,162,1,28,73,28,0,0,66,88,2,0,120,60,52,11,1046,181,109,333,3,0,16,13,683,5,20,1,5,I,0.219990275
234,20090917,132,128,U,127,3,36,15,2,0,0,119,45,1,0,20,20,127,23,168,169,127,55,2,0,9,12,90,5,40,5,9,G,0.673841992
235,20090917,105,128,U,1087,0,0,0,0,25,1,14,68,1,50,25,25,29,4,496,99,96,0,0,3,0,13,0,3,55,3,5,I,0.027343463
236,20091203,118,130,U,360,0,20,1,0,107,1,17,68,2,107,188,94,113,17,1605,108,108,0,0,3,100,13,20,4,15,2,0,I,0.51342706
237,20091203,107,130,U,472,0,0,0,0,25,0,42,82,3,50,75,25,25,15,268,83,78,20,0,3,0,13,0,9,35,U,0,B,0.151095772
238,20090917,148,128,U,219,0,17,22,0,13,0,114,49,2,0,27,14,13,4,227,133,125,61,1,0,3,13,128,3,60,3,9,G,0.316816395
239,20090917,105,128,U,493,0,0,0,0,25,0,120,53,1,0,25,25,23,4,220,141,132,60,2,0,0,13,0,2,15,4,6,B,0.07299613
240,20100318,111,134,U,497,0,0,0,0,50,1,17,84,3,150,150,50,51,7,629,79,75,0,0,3,0,13,0,8,30,3,6,G,0.595355855
241,20100318,122,134,U,458,0,0,0,0,50,1,17,98,1,50,110,110,131,6,932,101,97,0,1,2,0,13,0,15,5,1,9,I,0.03759373
242,20100318,111,134,U,485,0,0,0,0,40,1,16,54,2,121,80,40,40,4,846,92,91,0,0,3,0,13,0,5,60,1,7,I,0.574832677
243,20091203,118,130,U,1834,0,0,0,0,50,2,12,82,1,110,20,20,28,24,219,79,71,167,1,1,0,13,0,4,75,1,1,G,0.554937189
244,20090917,183,128,U,199,0,26,19,0,20,0,113,56,1,0,20,20,13,8,128,182,130,47,2,0,0,12,125,1,10,6,8,B,0.293085161
245,20090917,247,128,U,94,1,21,10,4,12,0,126,91,2,0,42,21,30,6,237,164,129,73,1,0,0,13,104,5,80,1,9,G,0.946043143
246,20090917,118,128,U,999999,0,0,0,0,40,0,50,59,2,81,115,57,59,5,672,107,105,80,0,3,0,13,0,5,55,1,4,G,0.509663766
247,20100318,131,134,U,103,2,24,3,2,117,0,702,2,0,0,0,0,0,0,18,474,225,40,1,0,0,5,35,3,55,0,6,G,0.42727086
248,20090917,183,128,U,999999,0,0,0,0,50,0,42,43,2,100,105,53,56,7,466,78,72,50,0,3,0,13,0,6,65,1,6,G,0.711345765
249,20100318,131,134,U,131,2,25,11,6,30,0,42,45,0,30,0,0,30,4,101,195,120,22,1,1,0,6,135,4,20,6,7,G,0.163012772
250,20090917,114,128,U,304,0,38,12,0,50,0,40,39,3,100,150,50,50,9,318,62,55,50,0,3,33,12,150,-2,10,3,9,B,0.390097335
251,20090917,207,128,U,127,1,45,1,1,100,1,12,52,0,200,0,0,101,6,763,97,87,0,1,2,0,13,45,12,55,2,4,G,0.585081981
252,20090917,160,128,U,280,0,21,3,0,20,2,1,98,1,63,43,43,47,5,481,163,105,115,1,0,0,12,64,5,-2,1,9,I,0.113748414
253,20090917,118,128,U,306,0,20,10,0,50,1,15,48,2,150,160,80,42,10,385,48,41,0,0,3,0,13,203,3,25,3,1,G,0.553462611
254,20100318,111,134,U,999999,0,0,0,0,35,1,15,47,1,70,40,40,52,6,219,294,98,0,0,1,0,11,0,5,30,2,6,G,0.085646917
255,20100318,117,134,U,388,0,0,0,0,50,1,17,108,3,180,140,47,51,6,926,88,86,0,0,3,0,13,0,6,25,1,9,I,0.946312141
256,20090917,118,128,U,1036,0,0,0,0,50,1,7,59,2,150,100,50,53,7,478,68,63,0,0,3,0,13,0,3,40,3,9,G,0.467447744
257,20090917,122,128,U,623,0,0,0,0,50,1,8,90,3,100,150,50,51,4,1247,100,99,0,0,3,0,13,0,4,40,1,3,I,0.635463607
258,20090917,110,128,U,658,0,0,0,0,20,0,145,77,1,0,20,20,38,9,130,147,136,41,2,0,0,13,0,3,55,1,5,G,0.418595787
259,20100318,166,134,U,429,0,0,0,0,50,1,8,91,2,150,103,52,51,6,554,81,78,0,0,3,0,13,0,2,15,3,9,I,0.459690128
260,20090917,144,128,U,649,0,0,0,0,24,1,19,75,0,60,0,0,25,7,220,101,91,0,1,2,0,13,0,2,55,1,5,G,0.708047957
261,20100318,189,134,U,568,0,0,0,0,40,0,119,77,1,0,40,40,37,8,127,137,120,40,1,1,0,13,0,8,30,3,7,G,0.093158541
262,20091203,107,130,U,59,0,26,24,0,30,0,131,21,1,0,30,30,35,53,112,210,186,40,1,1,5,13,78,1,25,2,5,G,0.806743303
263,20100318,111,134,U,164,1,21,6,6,30,1,19,25,0,130,0,0,29,13,166,68,48,0,0,3,23,13,128,2,25,4,6,G,0.847600271
264,20091203,125,130,U,654,0,0,0,0,40,2,19,108,10,180,233,23,24,7,707,76,71,0,0,3,0,12,0,5,35,2,9,G,0.501178448
265,20090917,122,128,U,320,0,24,5,0,40,0,113,24,1,0,40,40,30,7,89,152,125,40,1,1,33,12,121,-2,50,N,0,G,0.313042299
266,20091203,116,130,U,184,0,36,3,0,10,0,162,38,1,0,10,10,10,16051,28,386,184,40,1,0,0,7,109,2,40,0,9,G,0.587476485
267,20091203,150,130,U,399,0,0,0,0,100,0,33,79,4,200,656,164,109,12,1224,74,67,0,0,3,0,13,0,3,25,1,9,G,0.871859551
268,20090917,118,128,U,213,0,31,42,0,75,0,43,57,1,150,75,75,83,3,2116,102,101,282,0,3,37,13,99,4,55,0,2,I,0.003357712
269,20100318,124,134,U,563,0,0,0,0,25,1,12,46,2,75,50,25,25,6,331,86,84,50,0,3,0,13,0,4,30,2,1,G,0.839798713
270,20100318,145,134,U,201,0,45,2,0,50,0,113,39,1,0,50,50,47,7,221,127,116,57,1,1,0,13,90,-2,40,N,2,G,0.765824107
271,20100318,189,134,U,502,0,0,0,0,40,1,26,104,3,80,120,40,39,5,540,89,85,40,0,3,0,13,0,6,50,2,9,G,0.53604135
272,20091203,112,130,U,135,2,105,6,3,0,0,121,28,2,0,21,11,11,13,357,155,117,117,1,0,66,12,210,0,20,N,0,B,0.913709845
273,20100318,154,134,U,498,0,0,0,0,30,1,16,96,3,90,90,30,36,6,466,85,82,0,0,3,0,13,0,3,65,0,1,G,0.117639556
274,20091203,150,130,U,299,0,175,1,0,203,1,10,89,1,403,200,200,311,20,2221,148,97,0,0,2,0,12,175,6,50,1,9,I,0.305719884
275,20100318,176,134,U,824,0,0,0,0,25,1,14,104,3,75,70,23,23,4,687,97,96,0,0,3,0,13,0,-2,40,N,0,I,0.458265707
276,20100318,124,134,U,493,0,0,0,0,30,1,12,80,2,150,30,15,24,4,518,81,79,0,0,3,0,12,0,6,55,3,7,G,0.819005248
277,20100318,129,134,U,217,0,48,32,0,60,1,22,70,3,150,120,40,40,5,956,93,90,0,1,2,27,12,169,3,40,3,8,I,0.34899032
278,20100318,271,134,U,483,0,0,0,0,34,1,10,54,0,67,0,0,33,6,290,98,88,0,1,2,0,13,0,6,40,2,6,G,0.840536165
279,20090917,182,128,U,302,0,50,1,0,30,0,44,69,1,30,23,23,21,6,213,135,118,41,1,1,0,13,50,7,55,2,6,G,0.883886522
280,20091203,140,130,U,1185,0,0,0,0,30,0,54,79,3,30,46,15,19,16,285,116,111,44,1,2,0,13,0,13,-2,4,9,G,0.022090403
281,20100318,166,134,U,614,0,0,0,0,25,1,26,66,3,50,75,25,27,8,327,88,84,25,0,3,0,12,0,9,40,3,9,G,0.473061446
282,20091203,120,130,U,269,0,12,27,0,20,0,31,95,3,65,60,20,21,11,419,110,107,33,3,0,0,13,112,5,55,1,1,G,0.192167032
283,20090917,159,128,U,1192,0,0,0,0,50,1,8,54,0,100,0,0,67,11,363,93,85,0,1,2,0,13,0,1,85,0,2,G,0.895400993
284,20100318,176,134,U,833,0,0,0,0,10,4,1,67,3,75,60,20,21,7,351,95,93,0,0,3,0,13,0,12,60,0,9,G,0.010915467
285,20090917,144,128,U,219,0,68,5,0,30,0,126,65,2,0,80,40,40,3,314,130,124,83,1,0,0,9,85,6,55,2,7,G,0.017209299
286,20090917,147,128,U,301,0,45,5,0,83,1,21,35,0,201,0,0,71,7,694,88,83,7,1,2,44,12,223,4,80,3,4,G,0.984592611
287,20091203,134,130,U,402,0,0,0,0,50,0,61,50,0,50,0,0,128,31,625,148,97,104,0,2,0,11,0,-2,30,3,2,I,0.996638932
288,20091203,242,130,U,1911,0,0,0,0,30,1,5,54,3,90,185,62,51,19,487,77,64,0,0,3,0,13,0,9,55,6,4,G,0.13496058
289,20090917,122,128,U,654,0,0,0,0,10,0,163,75,1,0,10,10,24,3,365,112,109,0,0,3,0,13,0,0,30,2,9,B,0.804802196
290,20091203,138,130,U,143,2,15,25,13,30,0,136,96,2,0,40,20,18,94,162,138,131,45,2,0,0,13,182,17,15,4,6,G,0.930184664
291,20091203,125,130,U,413,0,0,0,0,30,0,40,16,1,30,21,21,29,41,195,136,118,36,1,1,0,13,0,6,60,3,8,G,0.600252927
292,20090917,221,128,U,189,0,23,8,0,70,0,133,13,1,0,70,70,70,18,55,162,95,40,2,0,0,7,183,4,95,1,9,G,0.892581765
293,20100318,115,134,U,180,0,7,4,0,15,1,50,46,0,15,0,0,15,8,38,180,114,25,1,1,0,6,29,6,20,4,7,B,0.112420453
294,20100318,271,134,U,287,0,54,1,0,40,1,12,66,2,120,143,71,46,9,289,96,56,0,0,2,0,12,54,12,90,1,9,G,0.290833405
295,20091203,125,130,U,358,0,13,6,0,100,1,15,101,3,300,300,100,105,24,1031,72,67,0,0,3,2,12,80,9,75,2,5,G,0.278748393
296,20100318,124,134,U,471,0,0,0,0,1,2,0,56,2,4,30,15,9,6,133,144,131,37,1,0,0,13,0,2,15,4,7,B,0.785462799
297,20090917,105,128,U,341,0,8,7,0,23,1,16,46,1,68,35,35,19,9,222,77,74,0,0,3,0,13,59,4,15,0,6,G,0.414326448
298,20100318,138,134,U,177,1,21,10,10,30,1,17,13,0,30,0,0,62,11,149,118,101,0,1,1,4,10,209,8,-2,3,9,G,0.287175322
299,20091203,107,130,U,185,0,26,13,0,157,0,121,55,1,0,157,157,100,30,876,121,113,220,1,1,0,13,42,2,25,2,3,I,0.44306137
300,20091203,133,130,U,185,0,71,6,0,50,0,40,85,1,100,45,45,37,15,852,105,99,102,2,1,0,13,213,4,25,6,9,I,0.114140235
301,20100318,115,134,U,128,1,29,12,2,30,0,136,20,1,0,30,30,14,6,110,197,132,44,1,1,0,12,175,2,20,6,5,I,0.608587999
302,20090917,121,128,U,282,0,15,1,0,20,1,2,63,1,40,20,20,22,5,356,111,103,46,2,1,0,13,15,9,30,2,4,G,0.833657233
303,20100318,188,134,U,387,0,0,0,0,20,0,63,11,1,20,35,35,28,5,207,130,116,48,1,1,0,13,0,4,55,4,5,B,0.112184902
304,20091203,136,130,U,288,0,31,3,0,40,0,126,28,1,0,40,40,32,115,85,153,126,40,1,1,0,13,92,2,25,2,4,G,0.269626898
305,20090917,238,128,U,1006,0,0,0,0,76,0,119,35,1,0,76,76,66,5,420,118,110,105,1,1,0,13,0,5,50,3,4,G,0.692557286
306,20091203,133,130,U,213,0,55,4,0,40,1,23,79,1,40,32,32,45,17,616,135,109,0,1,1,0,13,221,11,25,4,9,I,0.458997644
307,20090917,121,128,U,999999,0,0,0,0,46,0,122,85,2,0,96,48,49,5,773,126,120,201,1,0,0,13,0,2,50,3,9,I,0.42535326
308,20090917,117,128,U,274,0,18,16,0,22,0,117,42,2,0,72,36,111,14,251,129,123,67,1,1,16,11,96,8,55,3,6,G,0.074379916
309,20100318,128,134,U,411,0,0,0,0,20,1,19,71,1,25,26,26,17,5,239,117,106,0,1,1,0,13,0,1,65,1,8,I,0.28063075
310,20090917,121,128,U,821,0,0,0,0,52,1,12,67,3,155,173,58,59,9,503,64,55,0,0,3,0,13,0,5,65,2,7,G,0.900256804
311,20100318,197,134,U,163,1,21,24,10,10,0,128,49,3,0,50,17,22,5,262,144,110,84,1,0,3,13,165,5,25,3,6,B,0.072441846
312,20091203,223,130,U,388,0,0,0,0,10,0,78,53,2,10,84,42,31,14,448,118,115,101,2,0,0,13,0,2,45,0,8,B,0.874058093
313,20091203,239,130,U,373,0,0,0,0,23,0,124,81,2,0,47,24,39,19,389,123,118,101,1,0,0,13,0,8,40,2,4,G,0.888023475
314,20091203,161,130,U,1092,0,0,0,0,60,1,14,61,3,180,140,47,55,15,747,78,75,0,0,3,0,13,0,11,65,1,9,G,0.705929933
315,20091203,112,130,U,596,0,0,0,0,15,0,87,27,3,0,50,17,16,26,114,154,139,35,2,0,0,13,0,2,20,4,1,B,0.456365852
316,20100318,111,134,U,141,1,36,7,1,54,1,17,51,0,133,0,0,34,7,507,99,86,0,1,2,63,13,63,3,70,3,9,G,0.920612748
317,20100318,111,134,U,894,0,0,0,0,100,0,127,60,1,0,100,100,75,4,437,122,112,110,1,1,0,13,0,5,55,3,9,G,0.577473047
318,20100318,111,134,U,682,0,0,0,0,100,1,14,93,2,145,345,173,143,11,672,56,48,0,0,3,0,13,0,-2,25,N,4,I,0.255176393
319,20100318,111,134,U,122,1,20,8,2,0,0,110,8,0,0,0,0,41,32,15,483,239,40,1,0,0,7,80,7,95,0,9,G,0.79422304
320,20091203,107,130,U,142,3,16,9,2,15,1,17,93,2,65,61,30,37,12,780,121,112,161,1,1,42,13,29,1,0,2,8,I,0.135039973
321,20090917,99,128,U,295,0,25,9,0,100,1,14,70,1,202,93,93,84,7,835,86,83,0,1,2,0,13,227,1,75,1,1,G,0.99814401
322,20100318,111,134,U,91,4,18,20,3,20,0,127,36,1,0,20,20,57,9,182,166,125,59,2,0,4,9,74,4,55,3,5,I,0.2057596
323,20100318,111,134,U,295,0,235,1,0,25,1,1,39,2,51,50,25,29,6,283,143,94,0,0,2,0,12,235,4,55,3,8,I,0.64531963
324,20091203,107,130,U,379,0,0,0,0,16,1,7,82,2,38,125,63,51,10,1039,120,116,230,1,0,0,13,0,3,25,2,7,I,0.064625232
325,20100318,111,134,U,2206,0,0,0,0,51,0,122,46,2,0,101,50,65,7,351,131,126,92,1,0,0,13,0,4,85,1,9,G,0.743933695
326,20091203,107,130,U,75,1,89,15,2,10,0,145,51,2,0,44,22,15,19,54,350,251,41,1,0,66,12,190,7,15,2,5,G,0.232579379
327,20090917,104,128,U,1393,0,0,0,0,10,0,113,52,3,0,60,20,17,11,73,192,162,40,1,0,0,13,0,1,40,1,1,G,0.512874506
328,20090917,104,128,U,344,0,62,2,0,50,1,12,65,3,150,160,53,57,7,560,75,71,0,0,3,0,13,125,1,60,0,0,I,0.565744899
329,20090917,104,128,U,164,1,20,20,2,15,0,70,38,1,15,30,30,23,4,291,117,112,37,1,2,0,12,101,4,55,2,9,G,0.046824783
330,20091203,107,130,U,400,0,0,0,0,32,0,117,20,1,0,32,32,37,60,182,143,135,50,1,1,0,13,0,7,0,2,9,I,0.551390508
331,20090917,80,128,C,651,0,0,0,0,50,1,17,47,2,150,117,58,54,8,491,79,78,0,0,3,0,13,0,9,85,1,3,G,0.162752092
332,20091203,107,130,U,428,0,0,0,0,20,1,15,40,0,90,0,0,25,54,124,54,45,0,1,2,0,13,0,1,90,0,1,G,0.418698089
333,20091203,107,130,U,243,0,10,11,0,50,1,14,43,1,150,100,100,42,19,533,76,69,0,0,3,0,13,55,9,95,1,9,G,0.071616909
334,20091203,107,130,U,143,4,34,31,2,41,0,117,47,2,0,82,41,19,20,639,146,121,191,2,0,0,13,134,1,30,3,9,G,0.468078065
335,20091203,107,130,U,190,0,0,0,0,0,0,1512,47,0,0,0,0,0,0,179,196,122,71,1,0,0,5,0,1,10,6,1,B,0.894787616
336,20100318,111,134,U,100,1,20,4,4,54,0,120,49,1,0,54,54,52,5,479,135,123,129,2,0,0,13,80,4,25,3,9,G,0.354544713
337,20100318,111,134,U,289,0,11,3,0,50,0,42,82,0,150,0,0,64,6,591,141,91,55,0,2,0,12,32,5,40,3,6,I,0.639534201
338,20100318,111,134,U,100,1,11,8,8,30,0,134,40,1,0,30,30,35,5,198,158,129,60,2,0,48,13,85,4,55,0,8,I,0.011422823
339,20100318,111,134,U,99,2,19,31,16,203,0,1965,15,0,0,0,0,0,0,90,295,128,52,1,0,20,5,290,5,30,4,9,B,0.950570672
340,20100318,102,134,U,178,0,17,11,0,110,0,54,72,1,110,60,60,61,5,931,109,103,180,1,1,0,13,63,1,15,3,1,B,0.47375441
341,20100318,111,134,U,1041,0,0,0,0,117,0,129,32,1,0,117,117,88,6,473,114,102,114,1,1,0,13,0,5,30,1,9,G,0.171271216
342,20090917,104,128,U,696,0,0,0,0,50,1,15,71,0,75,0,0,36,7,133,299,100,21,1,0,0,11,0,8,35,2,9,I,0.075645453
343,20100318,111,134,U,295,0,225,2,0,50,0,150,17,1,0,50,50,67,16,76,159,124,40,1,1,0,10,450,5,90,0,7,G,0.755887598
344,20090917,104,128,U,663,0,0,0,0,50,1,14,41,3,200,150,50,59,6,846,81,79,0,0,3,0,13,0,5,55,1,2,G,0.404556149
345,20090917,104,128,U,292,0,33,23,0,70,1,14,66,3,210,210,70,64,4,1550,93,92,0,0,3,0,13,153,4,55,1,9,G,0.585586992
